minute,second,period,team_name,player_name,position_name,x,y,end_x,end_y,body_part_name,technique_name,play_pattern_name,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,shot_statsbomb_xg,outcome_name,season_name,goal,shot_distance,angle,centrality
87,48,2,Tunisia,Wahbi Khazri,Center Attacking Midfield,109.9,49.4,116.7,43.7,Left Foot,Normal,Regular Play,False,True,False,False,False,0.09264534,Saved,2022,0,13.797463535012508,0.39571838492166034,9.399999999999999
91,46,2,Tunisia,Wahbi Khazri,Center Attacking Midfield,108.4,24.1,109.2,25.2,Right Foot,Normal,Regular Play,False,False,False,False,False,0.021421792,Blocked,2022,0,19.68171740473884,0.22326763204188305,15.899999999999999
2,43,1,Senegal,Idrissa Gana Gueye,Center Attacking Midfield,106.9,45.7,120.0,45.0,Right Foot,Normal,From Goal Kick,False,False,False,False,False,0.21271749,Off T,2022,0,14.286357128393504,0.46590949114908964,5.700000000000003
7,47,1,Senegal,Boulaye Dia,Center Forward,109.3,51.9,120.0,33.3,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.16839646,Off T,2022,0,16.00312469488381,0.3121625008568861,11.899999999999999
9,51,1,Ecuador,Enner Remberto Valencia Lastra,Left Wing,86.9,40.9,104.7,40.3,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.021615954,Blocked,2022,0,33.11223338888514,0.22009383543429578,0.8999999999999986
9,58,1,Ecuador,Enner Remberto Valencia Lastra,Left Wing,95.9,37.7,106.4,39.9,Right Foot,Half Volley,From Free Kick,False,True,False,False,False,0.02803523,Blocked,2022,0,24.20950226667206,0.2988103609303542,2.299999999999997
10,52,1,Senegal,Ismaïla Sarr,Left Wing,99.2,40.2,104.2,40.6,Right Foot,Half Volley,From Corner,False,False,False,False,False,0.042373266,Blocked,2022,0,20.800961516237653,0.348326350819702,0.20000000000000284
11,53,1,Senegal,Iliman Ndiaye,Right Wing,99.7,52.9,120.0,33.7,Left Foot,Normal,From Corner,False,False,False,False,False,0.02889044,Off T,2022,0,24.05202694161138,0.2571322509517129,12.899999999999999
23,37,1,Senegal,Ismaïla Sarr,Left Wing,104.1,25.5,104.8,26.2,Right Foot,Normal,Regular Play,False,False,False,False,False,0.023828069,Blocked,2022,0,21.51882896442091,0.2532746721184219,14.5
24,20,1,Senegal,Pape Gueye,Left Defensive Midfield,93.0,36.3,105.8,39.5,Left Foot,Normal,From Corner,False,False,False,False,False,0.025696881,Blocked,2022,0,27.252339349127443,0.26464520834276234,3.700000000000003
24,27,1,Senegal,Abdou Diallo,Left Center Back,107.9,41.9,118.5,44.7,Head,Normal,From Corner,False,False,False,False,False,0.035411544,Wayward,2022,0,12.248265183282074,0.5751709751582064,1.8999999999999986
36,31,1,Senegal,Pathé Ismaël Ciss,Right Defensive Midfield,108.1,33.6,120.0,41.1,Head,Normal,From Free Kick,False,False,False,False,False,0.03057826,Off T,2022,0,13.511846653955192,0.4754969061353035,6.399999999999999
43,41,1,Senegal,Ismaïla Sarr,Left Wing,108.0,40.0,120.0,43.4,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
46,31,1,Senegal,Iliman Ndiaye,Right Wing,107.3,46.7,108.0,46.2,Left Foot,Half Volley,Regular Play,False,False,False,False,False,0.04522632,Blocked,2022,0,14.358969322343443,0.44932062687300023,6.700000000000003
48,26,2,Ecuador,José Adoni Cifuentes Charcopa,Right Defensive Midfield,93.8,51.3,117.7,42.5,Right Foot,Normal,From Throw In,False,False,False,False,False,0.025271386,Saved,2022,0,28.532963393240458,0.23508173873252874,11.299999999999997
56,59,2,Ecuador,Michael Steveen Estrada Martínez,Right Center Forward,106.7,38.8,120.0,31.1,Head,Normal,Regular Play,False,False,False,False,False,0.042533338,Off T,2022,0,13.354025610279468,0.5332351404730479,1.2000000000000028
66,57,2,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,113.7,42.7,117.0,36.2,Head,Normal,From Corner,False,False,False,False,False,0.15397952,Wayward,2022,0,6.854195795277516,0.9413551545533548,2.700000000000003
66,58,2,Ecuador,Moisés Isaac Caicedo Corozo,Left Defensive Midfield,117.2,35.6,120.0,36.9,Right Foot,Volley,From Corner,False,True,False,True,False,0.5894187,Goal,2022,1,5.215361924162116,0.9780663159523098,4.399999999999999
69,30,2,Senegal,Kalidou Koulibaly,Right Center Back,114.3,46.0,120.0,38.2,Right Foot,Volley,From Free Kick,False,True,False,False,False,0.23427999,Goal,2022,1,8.275868534480235,0.6481684222238425,6.0
75,48,2,Ecuador,Gonzalo Jordy Plata Jiménez,Right Midfield,107.0,42.8,117.9,40.6,Left Foot,Half Volley,From Throw In,False,False,False,False,False,0.058988493,Saved,2022,0,13.29812016790343,0.5272406372567395,2.799999999999997
81,53,2,Senegal,Boulaye Dia,Right Wing,101.3,54.6,120.0,45.1,Right Foot,Normal,From Throw In,False,True,False,False,False,0.04455093,Off T,2022,0,23.724459951703857,0.24415697372199563,14.600000000000001
87,46,2,Senegal,Pape Gueye,Left Defensive Midfield,102.6,54.8,116.1,44.0,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.03201506,Saved,2022,0,22.842942017174586,0.24547269692012197,14.799999999999997
88,59,2,Ecuador,Jeremy Leonel Sarmiento Morante,Left Midfield,105.3,32.1,117.3,40.5,Head,Normal,From Throw In,False,False,False,False,False,0.02928531,Saved,2022,0,16.688319268278637,0.3855761382499335,7.899999999999999
93,53,2,Ecuador,Jackson Gabriel Porozo Vernaza,Right Back,105.9,34.3,120.0,51.5,Head,Normal,From Throw In,False,False,False,False,False,0.052534856,Off T,2022,0,15.208550226763887,0.4423522071978263,5.700000000000003
4,33,1,Argentina,Rodrigo Javier De Paul,Right Center Midfield,101.6,53.3,110.4,47.2,Right Foot,Half Volley,Regular Play,False,True,False,False,False,0.02377054,Blocked,2022,0,22.703523955544878,0.2621021487264181,13.299999999999997
21,36,1,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,96.6,50.3,120.0,35.7,Left Foot,Normal,From Throw In,False,False,False,False,False,0.037832856,Off T,2022,0,25.566579747787934,0.2614093140934921,10.299999999999997
23,42,1,Netherlands,Steven Bergwijn,Right Center Forward,101.6,32.9,120.0,53.2,Left Foot,Half Volley,Regular Play,False,False,False,False,False,0.089517,Off T,2022,0,19.722322378462437,0.3443322131417579,7.100000000000001
32,39,1,Argentina,Rodrigo Javier De Paul,Right Center Midfield,97.6,42.3,118.0,41.6,Right Foot,Normal,Regular Play,True,True,False,False,False,0.049762752,Saved,2022,0,22.517770760001984,0.3206864373446251,2.299999999999997
34,4,1,Argentina,Nahuel Molina Lucero,Right Wing Back,109.1,42.4,120.0,36.5,Right Foot,Normal,From Throw In,False,False,True,False,False,0.43442267,Goal,2022,1,11.1610931364271,0.6224955644742108,2.3999999999999986
39,9,1,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,104.0,32.2,118.1,39.1,Right Foot,Normal,Regular Play,True,False,False,False,False,0.03387043,Saved,2022,0,17.8,0.3683521016078689,7.799999999999997
62,29,2,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,96.0,33.3,120.0,43.7,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.07608311,Off T,2022,0,24.917664417035557,0.28150811345107224,6.700000000000003
72,39,2,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,108.0,40.0,120.0,43.3,Left Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
82,17,2,Netherlands,Wout Weghorst,Right Center Forward,108.7,46.4,120.0,37.2,Head,Normal,From Free Kick,False,False,False,False,False,0.047416847,Goal,2022,1,12.986531484580473,0.48952422782112914,6.399999999999999
84,33,2,Netherlands,Steven Berghuis,Right Midfield,104.6,53.3,107.9,51.8,Left Foot,Half Volley,From Free Kick,False,True,False,False,False,0.032538008,Blocked,2022,0,20.34821859524809,0.27426910272076055,13.299999999999997
89,35,2,Netherlands,Denzel Dumfries,Right Back,113.5,52.9,120.0,51.7,Right Foot,Half Volley,From Free Kick,False,True,False,False,False,0.047394842,Off T,2022,0,14.44506836259351,0.2390118311592685,12.899999999999999
92,12,2,Netherlands,Steven Berghuis,Right Midfield,97.2,37.9,106.6,37.8,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.08017064,Blocked,2022,0,22.896506283710618,0.31576848743611785,2.1000000000000014
100,32,2,Netherlands,Wout Weghorst,Right Center Forward,111.8,39.9,120.0,42.2,Left Foot,Normal,From Free Kick,True,False,False,False,False,0.21959315,Goal,2022,1,8.200609733428365,0.8395223376080614,0.10000000000000142
109,18,4,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,101.1,53.3,120.0,34.4,Left Foot,Normal,From Free Kick,True,False,False,False,False,0.035418287,Off T,2022,0,23.11060362690685,0.2596940182344299,13.299999999999997
112,14,4,Netherlands,Luuk de Jong,Left Center Forward,110.9,28.4,112.1,29.8,Left Foot,Volley,From Free Kick,False,True,False,False,False,0.05290734,Blocked,2022,0,14.743473132203277,0.3156516096585117,11.600000000000001
113,47,4,Argentina,Lautaro Javier Martínez,Left Wing,109.5,45.9,114.6,44.7,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.2245604,Blocked,2022,0,12.044085685513865,0.5283904079412977,5.899999999999999
114,54,4,Argentina,Enzo Fernandez,Right Center Midfield,94.2,43.8,103.1,41.9,Left Foot,Normal,From Corner,False,False,False,False,False,0.032085553,Blocked,2022,0,26.078343505675353,0.2760443761432631,3.799999999999997
115,53,4,Argentina,Germán Alejandro Pezzella,Right Center Back,112.5,31.3,120.0,38.2,Head,Normal,From Corner,True,False,False,False,False,0.04452438,Off T,2022,0,11.486513831445988,0.43370883319735076,8.7
118,36,4,Argentina,Lautaro Javier Martínez,Left Wing,97.6,38.6,117.0,38.5,Left Foot,Normal,From Keeper,True,True,False,False,False,0.08241133,Saved,2022,0,22.44370735863396,0.3227167050499552,1.3999999999999986
119,27,4,Argentina,Lionel Andrés Messi Cuccittini,Center Forward,96.6,41.6,97.2,41.6,Left Foot,Normal,From Throw In,True,False,False,False,False,0.04201436,Blocked,2022,0,23.454637068179085,0.3089188714414546,1.6000000000000014
120,9,4,Argentina,Enzo Fernandez,Right Center Midfield,97.2,49.3,120.0,36.0,Right Foot,Normal,From Corner,False,False,False,False,False,0.038940463,Post,2022,0,24.62376900476448,0.2743756171318619,9.299999999999997
120,5,5,Netherlands,Virgil van Dijk,Left Center Back,108.1,40.1,119.5,37.2,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,11.900420160649796,0.5967253993229286,0.10000000000000142
121,3,5,Argentina,Lionel Andrés Messi Cuccittini,Center Forward,108.1,40.1,120.0,38.7,Left Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
121,45,5,Netherlands,Steven Berghuis,Right Midfield,108.1,40.1,119.4,42.9,Left Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,11.900420160649796,0.5967253993229286,0.10000000000000142
122,39,5,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,108.1,40.1,120.0,36.6,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
123,31,5,Netherlands,Teun Koopmeiners,Right Defensive Midfield,108.1,40.1,120.0,43.7,Left Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
124,15,5,Argentina,Gonzalo Ariel Montiel,Right Back,108.1,40.1,120.0,42.8,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
124,59,5,Netherlands,Wout Weghorst,Right Center Forward,108.1,40.1,120.0,36.7,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
126,0,5,Argentina,Enzo Fernandez,Right Center Midfield,108.1,40.1,120.0,35.4,Right Foot,Normal,Other,False,False,True,False,False,0.7835,Off T,2022,0,11.900420160649796,0.5967253993229286,0.10000000000000142
126,40,5,Netherlands,Luuk de Jong,Left Center Forward,108.1,40.1,120.0,37.7,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
127,42,5,Argentina,Lautaro Javier Martínez,Left Wing,108.1,40.1,120.0,36.4,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
12,38,1,Uruguay,Matías Vecino Falero,Left Center Midfield,109.5,28.6,117.3,36.7,Head,Normal,From Throw In,False,False,False,False,False,0.052239094,Saved,2022,0,15.498709623707388,0.3267228943605788,11.399999999999999
18,45,1,Uruguay,Federico Santiago Valverde Dipetta,Right Center Midfield,103.9,35.4,120.0,43.8,Left Foot,Half Volley,From Goal Kick,True,False,False,False,False,0.05187739,Off T,2022,0,16.744252745345186,0.41570897188083594,4.600000000000001
33,36,1,South Korea,Ui-Jo Hwang,Center Forward,108.9,42.7,120.0,38.2,Right Foot,Normal,From Throw In,False,True,False,False,False,0.323128,Off T,2022,0,11.423659658795858,0.6065813928547757,2.700000000000003
38,40,1,South Korea,In-Beom Hwang,Right Defensive Midfield,89.7,57.6,120.0,36.5,Right Foot,Normal,From Throw In,False,False,False,False,False,0.007071261,Off T,2022,0,35.04069063246328,0.18063938109827193,17.6
42,50,1,Uruguay,Diego Roberto Godín Leal,Right Center Back,110.0,40.4,120.0,36.0,Head,Normal,From Corner,True,False,False,False,False,0.054689027,Post,2022,0,10.007996802557443,0.7008041644605734,0.3999999999999986
45,10,1,Uruguay,José María Giménez de Vargas,Left Center Back,103.5,35.9,120.0,50.1,Head,Normal,From Free Kick,False,False,False,False,False,0.046385217,Off T,2022,0,17.00176461429813,0.41294871234835423,4.100000000000001
52,7,2,South Korea,Min Jae Kim,Right Center Back,111.5,46.1,116.9,38.6,Other,Normal,From Corner,False,False,False,False,False,0.046898182,Wayward,2022,0,10.462313319720453,0.5747499621461842,6.100000000000001
54,21,2,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,101.3,38.3,103.9,38.5,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.052523207,Blocked,2022,0,18.777113729218346,0.3835785260102689,1.7000000000000028
68,9,2,Uruguay,Federico Santiago Valverde Dipetta,Right Defensive Midfield,90.5,27.4,109.0,78.9,Right Foot,Half Volley,Regular Play,False,True,False,False,False,0.014167523,Wayward,2022,0,32.078185734233784,0.20950026795106463,12.600000000000001
68,37,2,Uruguay,Edinson Roberto Cavani Gómez,Right Center Forward,106.6,47.5,107.6,47.0,Right Foot,Normal,From Throw In,False,False,False,False,False,0.03804607,Blocked,2022,0,15.356106277308715,0.4153565989307126,7.5
74,42,2,South Korea,Kang-In Lee,Right Wing,94.5,54.2,95.6,53.5,Left Foot,Normal,From Goal Kick,False,False,False,False,False,0.023162797,Blocked,2022,0,29.187154708878357,0.2190415829596722,14.200000000000003
76,51,2,South Korea,Gue-Sung Cho,Center Forward,93.4,42.0,120.0,46.6,Left Foot,Half Volley,From Throw In,False,False,False,False,False,0.036145955,Off T,2022,0,26.675082005497185,0.2719803406212493,2.0
80,43,2,Uruguay,Darwin Gabriel Núñez Ribeiro,Left Center Forward,100.6,28.3,120.0,46.3,Right Foot,Normal,Regular Play,False,False,False,False,False,0.028178101,Off T,2022,0,22.655021518418387,0.27680539504148255,11.7
86,56,2,Uruguay,Edinson Roberto Cavani Gómez,Right Center Forward,110.5,39.7,120.0,33.7,Head,Normal,Regular Play,False,False,False,False,False,0.06689449,Off T,2022,0,9.504735661763561,0.7348937855876899,0.29999999999999716
88,58,2,Uruguay,Federico Santiago Valverde Dipetta,Right Defensive Midfield,95.7,22.6,119.9,36.1,Right Foot,Normal,Regular Play,False,False,False,False,False,0.012294213,Post,2022,0,29.887288267756908,0.19947667810256453,17.4
89,54,2,South Korea,Heung-Min Son,Left Wing,93.8,36.6,120.0,46.1,Left Foot,Normal,From Goal Kick,False,False,False,False,False,0.0335565,Off T,2022,0,26.419689627245816,0.2731370621498445,3.3999999999999986
93,6,2,South Korea,In-Beom Hwang,Center Attacking Midfield,94.9,26.7,120.0,31.4,Left Foot,Normal,From Throw In,False,False,False,False,False,0.023029828,Off T,2022,0,28.40598528479517,0.22753529604400036,13.3
3,59,1,Portugal,João Félix Sequeira,Left Wing,106.8,44.2,118.1,42.9,Head,Diving Header,From Free Kick,False,False,False,False,False,0.0989785,Saved,2022,0,13.852075656738238,0.4961842583586628,4.200000000000003
5,56,1,Morocco,Youssef En-Nesyri,Center Forward,112.7,39.4,120.0,38.1,Head,Normal,From Corner,False,False,False,False,False,0.117904566,Off T,2022,0,7.324616030891992,0.9251738916576836,0.6000000000000014
12,26,1,Portugal,Raphaël Adelino José Guerreiro,Left Back,105.6,23.6,114.0,34.9,Left Foot,Volley,From Free Kick,False,True,False,False,False,0.019215545,Blocked,2022,0,21.82475658512599,0.2238830848113592,16.4
17,49,1,Morocco,Hakim Ziyech,Right Midfield,96.1,60.9,120.0,47.8,Left Foot,Normal,Regular Play,False,False,False,False,False,0.008206696,Off T,2022,0,31.749330701606926,0.17411251667020544,20.9
25,21,1,Morocco,Youssef En-Nesyri,Center Forward,106.7,39.8,120.0,48.7,Head,Normal,From Free Kick,False,False,False,False,False,0.043849364,Off T,2022,0,13.301503674397114,0.5369743826084794,0.20000000000000284
30,9,1,Portugal,João Félix Sequeira,Left Wing,100.9,27.7,104.5,29.9,Right Foot,Half Volley,Regular Play,False,False,False,False,False,0.027014187,Blocked,2022,0,22.717834403833475,0.27126425726043735,12.3
34,2,1,Morocco,Selim Amallah,Left Center Midfield,108.7,31.3,120.0,37.0,Left Foot,Half Volley,Regular Play,False,True,False,False,False,0.06053267,Off T,2022,0,14.261135999632005,0.4106322664903616,8.7
34,56,1,Morocco,Sofiane Boufal,Left Midfield,97.0,27.8,117.3,38.6,Right Foot,Normal,Regular Play,False,False,False,False,False,0.03503226,Saved,2022,0,26.035360569809665,0.248161653799558,12.2
38,46,1,Portugal,João Félix Sequeira,Left Wing,102.2,35.4,120.0,36.8,Right Foot,Half Volley,From Free Kick,False,True,False,False,False,0.060545366,Off T,2022,0,18.384776310850235,0.3817121437393492,4.600000000000001
41,36,1,Morocco,Youssef En-Nesyri,Center Forward,112.6,39.7,120.0,42.7,Head,Normal,From Free Kick,True,False,False,False,False,0.20030825,Goal,2022,1,7.406078584514215,0.9175792246648071,0.29999999999999716
44,23,1,Portugal,Bruno Miguel Borges Fernandes,Right Wing,108.0,62.3,120.0,39.1,Right Foot,Half Volley,From Throw In,False,True,False,False,False,0.0067060287,Post,2022,0,25.323704310388713,0.13899407204325542,22.299999999999997
46,58,1,Morocco,Yahia Attiyat allah,Left Back,107.6,26.3,120.0,35.0,Left Foot,Normal,From Counter,False,True,False,False,False,0.082217455,Off T,2022,0,18.478365728602736,0.2699328259437721,13.7
55,0,2,Morocco,Azzedine Ounahi,Right Center Midfield,93.4,44.2,120.0,48.3,Right Foot,Normal,Regular Play,False,True,False,False,False,0.032880384,Off T,2022,0,26.929537686339877,0.26701492182214226,4.200000000000003
57,28,2,Portugal,Gonçalo Matias Ramos,Center Attacking Midfield,108.7,40.0,120.0,46.8,Head,Normal,From Goal Kick,False,False,False,False,False,0.10594022,Off T,2022,0,11.299999999999997,0.6264621174246389,0.0
60,14,2,Portugal,João Félix Sequeira,Left Wing,109.7,29.4,110.4,29.7,Head,Normal,Regular Play,True,False,False,False,False,0.026895314,Blocked,2022,0,14.780054127099806,0.3523446090877005,10.600000000000001
63,4,2,Portugal,Bruno Miguel Borges Fernandes,Right Wing,101.0,35.5,120.0,37.5,Right Foot,Normal,From Throw In,True,False,False,False,False,0.057325892,Off T,2022,0,19.525624189766635,0.36147203181185955,4.5
70,44,2,Portugal,Bernardo Mota Veiga de Carvalho e Silva,Left Defensive Midfield,109.8,35.9,114.5,55.7,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.10927713,Wayward,2022,0,10.993179703798173,0.607256890055561,4.100000000000001
81,59,2,Portugal,João Félix Sequeira,Center Attacking Midfield,102.0,57.1,117.4,40.8,Left Foot,Normal,Regular Play,False,True,False,False,False,0.025960794,Saved,2022,0,24.827605603440702,0.21512124627563523,17.1
90,24,2,Portugal,Cristiano Ronaldo dos Santos Aveiro,Center Forward,101.8,53.7,113.4,46.4,Right Foot,Normal,From Free Kick,True,True,False,False,False,0.05699573,Saved,2022,0,22.780035118497956,0.25767264928966627,13.700000000000003
95,20,2,Morocco,Zakaria Aboukhlal,Center Forward,101.1,45.9,106.0,44.3,Right Foot,Lob,Regular Play,False,False,True,False,False,0.39109123,Saved,2022,0,19.799494943053478,0.35032462578375406,5.899999999999999
96,40,2,Portugal,Kléper Laveran Lima Ferreira,Right Center Back,114.1,44.5,120.0,45.2,Head,Normal,From Throw In,True,False,False,False,False,0.14926605,Off T,2022,0,7.420242583635663,0.8033521197785263,4.5
